direction,AUC,AUPR,LogAUC,recall_1,recall_5,recall_10,recall_25,recall_50,EF_1,EF_5,EF_10,EF_25,EF_50
btd,0.8016373659353526,0.06644682540631233,0.1646086546952817,0.9994929006085193,0.8002028397565923,0.6328600405679513,0.6328600405679513,0.6328600405679513,0.03701825557809331,0.1962474645030426,0.3869168356997972,0.7464503042596349,0.8848884381338742
