direction,AUC,AUPR,LogAUC,recall_1,recall_5,recall_10,recall_25,recall_50,EF_1,EF_5,EF_10,EF_25,EF_50
btd,0.5319538624184124,0.02366738227062048,0.09646262303320734,1.0,0.017241379310344827,0.005070993914807302,0.0005070993914807302,0.0005070993914807302,0.029411764705882353,0.10496957403651115,0.1511156186612576,0.289553752535497,0.5141987829614605
