direction,AUC,AUPR,LogAUC,recall_1,recall_5,recall_10,recall_25,recall_50,EF_1,EF_5,EF_10,EF_25,EF_50
btd,0.6676403452968813,0.045034027993053304,0.13987652190741726,1.0,0.4665314401622718,0.263184584178499,0.263184584178499,0.263184584178499,0.028904665314401622,0.16024340770791076,0.3286004056795132,0.5628803245436106,0.6937119675456389
